product_id,name,category,subcategory,brand,price,rating,num_reviews,stock_quantity,description,content
100363,Urban Weave Minimalist Necklace,Fashion,Jewelry,Urban Weave,17.09,4.4,0,248,Minimalist necklace designed for all seasons.,urban weave minimalist necklace urban weave urban weave fashion fashion jewelry jewelry minimalist necklace designed for all seasons
100364,Britek Ultra HD Game Controller,Electronics,Gaming Accessories,Britek,154.11,3.5,41,37,Ultra HD game controller with long battery life.,britek ultra hd game controller britek britek electronics electronics gaming accessories gaming accessories ultra hd game controller with long battery life
100365,Whimsy Works Educational Doll Playset,Toys & Games,Dolls,Whimsy Works,36.42,4.6,94,86,Educational doll playset safe for children ages 3+.,whimsy works educational doll playset whimsy works whimsy works toys games toys games dolls dolls educational doll playset safe for children ages 3
100366,Draper & Co Classic Ring,Fashion,Jewelry,Draper & Co,149.78,3.9,172,13,Classic ring for casual or formal occasions.,draper co classic ring draper co draper co fashion fashion jewelry jewelry classic ring for casual or formal occasions
100367,Ivy & Oak Contemporary Frying Pan,Home & Kitchen,Cookware,Ivy & Oak,381.3,4.1,200,375,Contemporary frying pan easy to clean and maintain.,ivy oak contemporary frying pan ivy oak ivy oak home kitchen home kitchen cookware cookware contemporary frying pan easy to clean and maintain
100368,Silksmith Refreshing Hair Mask,Beauty & Personal Care,Haircare,Silksmith,7.41,4.4,264,358,Refreshing hair mask suitable for all skin types.,silksmith refreshing hair mask silksmith silksmith beauty personal care beauty personal care haircare haircare refreshing hair mask suitable for all skin types
100369,Lumora Non-Stick Cooking Pot Set,Home & Kitchen,Cookware,Lumora,10.37,4.8,6,456,Non-Stick cooking pot set easy to clean and maintain.,lumora non stick cooking pot set lumora lumora home kitchen home kitchen cookware cookware non stick cooking pot set easy to clean and maintain
100370,Quillcraft Minimalist Watercolor Set,Books & Stationery,Art Supplies,Quillcraft,31.15,4.9,251,319,Minimalist watercolor set with a durable cover.,quillcraft minimalist watercolor set quillcraft quillcraft books stationery books stationery art supplies art supplies minimalist watercolor set with a durable cover
100371,Marbella Minimalist Chronograph Watch,Fashion,Watches,Marbella,200.15,3.1,308,153,Minimalist chronograph watch designed for all seasons.,marbella minimalist chronograph watch marbella marbella fashion fashion watches watches minimalist chronograph watch designed for all seasons
100372,Vortix High-Performance Basketball,Sports & Outdoors,Team Sports,Vortix,302.56,4.0,68,475,High-Performance basketball for year-round use.,vortix high performance basketball vortix vortix sports outdoors sports outdoors team sports team sports high performance basketball for year round use
100373,Marvelo Colorful Brain Teaser Puzzle,Toys & Games,Puzzles,Marvelo,18.1,4.8,165,320,Colorful brain teaser puzzle a fun gift for kids.,marvelo colorful brain teaser puzzle marvelo marvelo toys games toys games puzzles puzzles colorful brain teaser puzzle a fun gift for kids
100374,Wholesome Roots Small-Batch Chia Seeds,Groceries & Gourmet,Health Foods,Wholesome Roots,26.57,4.3,24,342,Small-Batch chia seeds perfect for a healthy lifestyle.,wholesome roots small batch chia seeds wholesome roots wholesome roots groceries gourmet groceries gourmet health foods health foods small batch chia seeds perfect for a healthy lifestyle
100375,Vortix Adjustable Volleyball,Sports & Outdoors,Team Sports,Vortix,218.87,4.5,73,88,Adjustable volleyball with UV protection.,vortix adjustable volleyball vortix vortix sports outdoors sports outdoors team sports team sports adjustable volleyball with uv protection
100376,Silksmith Cruelty-Free Body Mist,Beauty & Personal Care,Fragrances,Silksmith,35.9,4.1,113,77,Cruelty-Free body mist gentle enough for sensitive skin.,silksmith cruelty free body mist silksmith silksmith beauty personal care beauty personal care fragrances fragrances cruelty free body mist gentle enough for sensitive skin
100377,Kindred Trendy Duffel Bag,Fashion,Bags,Kindred,82.97,4.2,115,276,Trendy duffel bag with a comfortable fit.,kindred trendy duffel bag kindred kindred fashion fashion bags bags trendy duffel bag with a comfortable fit
100378,Halcyon Compact Mirrorless Camera,Electronics,Cameras,Halcyon,978.5,5.0,200,110,Compact mirrorless camera for professionals.,halcyon compact mirrorless camera halcyon halcyon electronics electronics cameras cameras compact mirrorless camera for professionals
100379,Aurablend Cruelty-Free Perfume,Beauty & Personal Care,Fragrances,Aurablend,49.43,3.7,397,66,Cruelty-Free perfume paraben-free formula.,aurablend cruelty free perfume aurablend aurablend beauty personal care beauty personal care fragrances fragrances cruelty free perfume paraben free formula
100380,Golden Fields Non-GMO Hot Sauce,Groceries & Gourmet,Condiments,Golden Fields,24.06,4.5,56,347,Non-GMO hot sauce perfect for a healthy lifestyle.,golden fields non gmo hot sauce golden fields golden fields groceries gourmet groceries gourmet condiments condiments non gmo hot sauce perfect for a healthy lifestyle
100381,Nature's Table Gluten-Free Organic Quinoa,Groceries & Gourmet,Organic Foods,Nature's Table,14.82,4.4,90,455,Gluten-Free organic quinoa great as a snack or ingredient.,nature s table gluten free organic quinoa nature s table nature s table groceries gourmet groceries gourmet organic foods organic foods gluten free organic quinoa great as a snack or ingredient
100382,Vortix Weather-Resistant Hiking Boots,Sports & Outdoors,Hiking,Vortix,433.47,4.1,32,246,Weather-Resistant hiking boots built for outdoor adventures.,vortix weather resistant hiking boots vortix vortix sports outdoors sports outdoors hiking hiking weather resistant hiking boots built for outdoor adventures
100383,Altitude Compact Cycling Gloves,Sports & Outdoors,Cycling,Altitude,482.93,3.5,6,310,Compact cycling gloves lightweight for easy carrying.,altitude compact cycling gloves altitude altitude sports outdoors sports outdoors cycling cycling compact cycling gloves lightweight for easy carrying
100384,Little Explorers Interactive Card Game,Toys & Games,Board Games,Little Explorers,127.04,4.9,172,306,Interactive card game boosts problem-solving skills.,little explorers interactive card game little explorers little explorers toys games toys games board games board games interactive card game boosts problem solving skills
100385,Novara Bluetooth Game Controller,Electronics,Gaming Accessories,Novara,1408.44,4.4,276,327,Bluetooth game controller with long battery life.,novara bluetooth game controller novara novara electronics electronics gaming accessories gaming accessories bluetooth game controller with long battery life
100386,Voltek Bluetooth Digital Camera,Electronics,Cameras,Voltek,1454.83,4.3,382,455,Bluetooth digital camera for professionals.,voltek bluetooth digital camera voltek voltek electronics electronics cameras cameras bluetooth digital camera for professionals
100387,Rootstock Gluten-Free Pasta Sauce,Groceries & Gourmet,Condiments,Rootstock,10.02,4.0,295,72,Gluten-Free pasta sauce sourced from trusted farms.,rootstock gluten free pasta sauce rootstock rootstock groceries gourmet groceries gourmet condiments condiments gluten free pasta sauce sourced from trusted farms
100388,Aerofy Lightweight Flagship Phone,Electronics,Smartphones,Aerofy,982.73,4.7,96,71,Lightweight flagship phone with fast processor.,aerofy lightweight flagship phone aerofy aerofy electronics electronics smartphones smartphones lightweight flagship phone with fast processor
100389,Alto Classic Cardigan,Fashion,Women's Clothing,Alto,47.4,4.1,135,471,Classic cardigan available in multiple colors.,alto classic cardigan alto alto fashion fashion women s clothing women s clothing classic cardigan available in multiple colors
100390,Rootstock Freshly Roasted Protein Powder,Groceries & Gourmet,Health Foods,Rootstock,10.58,4.5,45,373,Freshly Roasted protein powder rich in flavor.,rootstock freshly roasted protein powder rootstock rootstock groceries gourmet groceries gourmet health foods health foods freshly roasted protein powder rich in flavor
100391,Aerofy Portable E-Reader,Electronics,Tablets,Aerofy,204.65,4.5,185,141,Portable e-reader with voice assistant support.,aerofy portable e reader aerofy aerofy electronics electronics tablets tablets portable e reader with voice assistant support
100392,Cazuela Multi-Purpose Throw Pillow,Home & Kitchen,Decor,Cazuela,16.33,4.5,195,399,Multi-Purpose throw pillow made from high-quality materials.,cazuela multi purpose throw pillow cazuela cazuela home kitchen home kitchen decor decor multi purpose throw pillow made from high quality materials
100393,BrightMind Creative Doll Playset,Toys & Games,Dolls,BrightMind,41.51,4.8,89,493,Creative doll playset encourages creative play.,brightmind creative doll playset brightmind brightmind toys games toys games dolls dolls creative doll playset encourages creative play
100394,Kudos Kids Colorful Action Figure,Toys & Games,Action Figures,Kudos Kids,81.84,5.0,314,358,Colorful action figure safe for children ages 3+.,kudos kids colorful action figure kudos kids kudos kids toys games toys games action figures action figures colorful action figure safe for children ages 3
100395,Playnest Battery-Operated RC Helicopter,Toys & Games,Remote Control,Playnest,62.85,5.0,204,449,Battery-Operated rc helicopter a fun gift for kids.,playnest battery operated rc helicopter playnest playnest toys games toys games remote control remote control battery operated rc helicopter a fun gift for kids
100396,Bloomrise Nourishing Deodorant,Beauty & Personal Care,Personal Hygiene,Bloomrise,14.89,4.3,384,50,Nourishing deodorant paraben-free formula.,bloomrise nourishing deodorant bloomrise bloomrise beauty personal care beauty personal care personal hygiene personal hygiene nourishing deodorant paraben free formula
100397,Inkwell Recycled Picture Book,Books & Stationery,Children's Books,Inkwell,58.98,5.0,9,83,Recycled picture book made from recycled paper.,inkwell recycled picture book inkwell inkwell books stationery books stationery children s books children s books recycled picture book made from recycled paper
100398,Nature's Table All-Natural Protein Powder,Groceries & Gourmet,Health Foods,Nature's Table,2.9,4.3,177,296,All-Natural protein powder a pantry staple for every kitchen.,nature s table all natural protein powder nature s table nature s table groceries gourmet groceries gourmet health foods health foods all natural protein powder a pantry staple for every kitchen
100399,Vortix Breathable Running Shoes,Sports & Outdoors,Running,Vortix,189.39,4.4,24,76,Breathable running shoes for year-round use.,vortix breathable running shoes vortix vortix sports outdoors sports outdoors running running breathable running shoes for year round use
100400,Cazuela Space-Saving Pillow Set,Home & Kitchen,Bedding,Cazuela,194.64,4.7,289,261,Space-Saving pillow set perfect for gifting.,cazuela space saving pillow set cazuela cazuela home kitchen home kitchen bedding bedding space saving pillow set perfect for gifting
100401,Tinker Tots Interactive Kite,Toys & Games,Outdoor Toys,Tinker Tots,126.22,3.8,52,112,Interactive kite perfect for indoor or outdoor play.,tinker tots interactive kite tinker tots tinker tots toys games toys games outdoor toys outdoor toys interactive kite perfect for indoor or outdoor play
100402,Alderwood Non-Stick Skillet,Home & Kitchen,Cookware,Alderwood,226.2,4.9,72,449,Non-Stick skillet great for daily household use.,alderwood non stick skillet alderwood alderwood home kitchen home kitchen cookware cookware non stick skillet great for daily household use
100403,Vortix Heavy-Duty Yoga Mat,Sports & Outdoors,Yoga,Vortix,506.07,3.8,130,241,Heavy-Duty yoga mat with a reinforced frame.,vortix heavy duty yoga mat vortix vortix sports outdoors sports outdoors yoga yoga heavy duty yoga mat with a reinforced frame
100404,Cazuela Durable Closet Organizer,Home & Kitchen,Storage,Cazuela,358.5,4.3,104,105,Durable closet organizer with a sleek modern finish.,cazuela durable closet organizer cazuela cazuela home kitchen home kitchen storage storage durable closet organizer with a sleek modern finish
100405,Ivy & Oak Contemporary Bed Sheet Set,Home & Kitchen,Bedding,Ivy & Oak,265.12,3.4,394,461,Contemporary bed sheet set with a sleek modern finish.,ivy oak contemporary bed sheet set ivy oak ivy oak home kitchen home kitchen bedding bedding contemporary bed sheet set with a sleek modern finish
100406,Novara Fast-Charging Earbuds,Electronics,Headphones,Novara,197.32,4.4,182,384,Fast-Charging earbuds with touch controls.,novara fast charging earbuds novara novara electronics electronics headphones headphones fast charging earbuds with touch controls
100407,Britek Premium Soundbar,Electronics,Speakers,Britek,1401.53,4.1,285,445,Premium soundbar with water resistance.,britek premium soundbar britek britek electronics electronics speakers speakers premium soundbar with water resistance
100408,Rosewell Gentle Face Moisturizer,Beauty & Personal Care,Skincare,Rosewell,9.11,4.1,99,98,Gentle face moisturizer dermatologically tested.,rosewell gentle face moisturizer rosewell rosewell beauty personal care beauty personal care skincare skincare gentle face moisturizer dermatologically tested
100409,Playnest Collectible Family Board Game,Toys & Games,Board Games,Playnest,93.06,4.6,173,484,Collectible family board game safe for children ages 3+.,playnest collectible family board game playnest playnest toys games toys games board games board games collectible family board game safe for children ages 3
100410,Lunetta Vintage-Style Leather Strap Watch,Fashion,Watches,Lunetta,132.08,4.3,166,433,Vintage-Style leather strap watch made with sustainable materials.,lunetta vintage style leather strap watch lunetta lunetta fashion fashion watches watches vintage style leather strap watch made with sustainable materials
100411,Kindred Modern Hoodie,Fashion,Men's Clothing,Kindred,119.9,4.0,189,470,Modern hoodie designed for all seasons.,kindred modern hoodie kindred kindred fashion fashion men s clothing men s clothing modern hoodie designed for all seasons
100412,Altitude Adjustable Dumbbell Set,Sports & Outdoors,Fitness Equipment,Altitude,387.82,4.2,311,413,Adjustable dumbbell set for intense training sessions.,altitude adjustable dumbbell set altitude altitude sports outdoors sports outdoors fitness equipment fitness equipment adjustable dumbbell set for intense training sessions
100413,Alderwood Foldable Storage Bin,Home & Kitchen,Storage,Alderwood,360.19,3.4,249,442,Foldable storage bin perfect for gifting.,alderwood foldable storage bin alderwood alderwood home kitchen home kitchen storage storage foldable storage bin perfect for gifting
100414,Lumora Multi-Purpose Table Lamp,Home & Kitchen,Lighting,Lumora,120.1,3.4,407,231,Multi-Purpose table lamp perfect for gifting.,lumora multi purpose table lamp lumora lumora home kitchen home kitchen lighting lighting multi purpose table lamp perfect for gifting
100415,Meridian Non-Stick Toaster,Home & Kitchen,Kitchen Appliances,Meridian,213.77,4.8,77,296,Non-Stick toaster built to last for years.,meridian non stick toaster meridian meridian home kitchen home kitchen kitchen appliances kitchen appliances non stick toaster built to last for years
100416,Skyline Fast-Charging Bluetooth Speaker,Electronics,Speakers,Skyline,644.25,3.9,146,480,Fast-Charging bluetooth speaker for professionals.,skyline fast charging bluetooth speaker skyline skyline electronics electronics speakers speakers fast charging bluetooth speaker for professionals
100417,Homestead Multi-Purpose Storage Bin,Home & Kitchen,Storage,Homestead,197.7,3.9,86,179,Multi-Purpose storage bin built to last for years.,homestead multi purpose storage bin homestead homestead home kitchen home kitchen storage storage multi purpose storage bin built to last for years
100418,Kindred Vintage-Style Sandals,Fashion,Footwear,Kindred,113.03,4.0,44,92,Vintage-Style sandals with reinforced stitching.,kindred vintage style sandals kindred kindred fashion fashion footwear footwear vintage style sandals with reinforced stitching
100419,Whimsy Works Educational Water Gun,Toys & Games,Outdoor Toys,Whimsy Works,120.62,3.8,148,194,Educational water gun perfect for indoor or outdoor play.,whimsy works educational water gun whimsy works whimsy works toys games toys games outdoor toys outdoor toys educational water gun perfect for indoor or outdoor play
100420,Momentum Adjustable Running Belt,Sports & Outdoors,Running,Momentum,565.61,4.0,165,45,Adjustable running belt designed for maximum comfort.,momentum adjustable running belt momentum momentum sports outdoors sports outdoors running running adjustable running belt designed for maximum comfort
100421,Rosewell Cruelty-Free Electric Toothbrush,Beauty & Personal Care,Oral Care,Rosewell,23.33,4.2,108,479,Cruelty-Free electric toothbrush helps restore natural glow.,rosewell cruelty free electric toothbrush rosewell rosewell beauty personal care beauty personal care oral care oral care cruelty free electric toothbrush helps restore natural glow
100422,Cazuela Multi-Purpose Office Chair,Home & Kitchen,Furniture,Cazuela,285.97,4.3,247,213,Multi-Purpose office chair with a sleek modern finish.,cazuela multi purpose office chair cazuela cazuela home kitchen home kitchen furniture furniture multi purpose office chair with a sleek modern finish
100423,Britek Fast-Charging Smartwatch,Electronics,Smartwatches,Britek,793.72,4.6,87,113,Fast-Charging smartwatch with touch controls.,britek fast charging smartwatch britek britek electronics electronics smartwatches smartwatches fast charging smartwatch with touch controls
100424,BrightMind Collectible Alphabet Blocks,Toys & Games,Educational Toys,BrightMind,53.61,4.2,241,300,Collectible alphabet blocks easy to assemble.,brightmind collectible alphabet blocks brightmind brightmind toys games toys games educational toys educational toys collectible alphabet blocks easy to assemble
100425,Momentum Adjustable Backpack,Sports & Outdoors,Camping Gear,Momentum,388.69,4.4,46,184,Adjustable backpack with adjustable resistance levels.,momentum adjustable backpack momentum momentum sports outdoors sports outdoors camping gear camping gear adjustable backpack with adjustable resistance levels
100426,Tuscan Grove Contemporary Floor Lamp,Home & Kitchen,Lighting,Tuscan Grove,18.67,4.0,670,495,Contemporary floor lamp easy to clean and maintain.,tuscan grove contemporary floor lamp tuscan grove tuscan grove home kitchen home kitchen lighting lighting contemporary floor lamp easy to clean and maintain
100427,Aerofy Premium Headphones,Electronics,Headphones,Aerofy,1304.38,4.0,194,444,Premium headphones for everyday use.,aerofy premium headphones aerofy aerofy electronics electronics headphones headphones premium headphones for everyday use
100428,Cazuela Foldable Storage Bin,Home & Kitchen,Storage,Cazuela,312.05,4.5,21,478,Foldable storage bin made from high-quality materials.,cazuela foldable storage bin cazuela cazuela home kitchen home kitchen storage storage foldable storage bin made from high quality materials
100429,Tuscan Grove Multi-Purpose Comforter,Home & Kitchen,Bedding,Tuscan Grove,343.04,4.1,1,335,Multi-Purpose comforter easy to clean and maintain.,tuscan grove multi purpose comforter tuscan grove tuscan grove home kitchen home kitchen bedding bedding multi purpose comforter easy to clean and maintain
100430,Homestead Multi-Purpose Pillow Set,Home & Kitchen,Bedding,Homestead,22.97,3.1,19,408,Multi-Purpose pillow set adds a stylish touch to any room.,homestead multi purpose pillow set homestead homestead home kitchen home kitchen bedding bedding multi purpose pillow set adds a stylish touch to any room
100431,Alderwood Ergonomic Bed Sheet Set,Home & Kitchen,Bedding,Alderwood,17.39,3.8,21,66,Ergonomic bed sheet set with a sleek modern finish.,alderwood ergonomic bed sheet set alderwood alderwood home kitchen home kitchen bedding bedding ergonomic bed sheet set with a sleek modern finish
100432,Rosewell Cruelty-Free Hair Mask,Beauty & Personal Care,Haircare,Rosewell,74.32,3.6,325,355,"Cruelty-Free hair mask with a light, pleasant scent.",rosewell cruelty free hair mask rosewell rosewell beauty personal care beauty personal care haircare haircare cruelty free hair mask with a light pleasant scent
100433,Verdant Long-Lasting Electric Shaver,Beauty & Personal Care,Grooming Tools,Verdant,38.68,4.9,38,54,Long-Lasting electric shaver gentle enough for sensitive skin.,verdant long lasting electric shaver verdant verdant beauty personal care beauty personal care grooming tools grooming tools long lasting electric shaver gentle enough for sensitive skin
100434,PureGlow Cruelty-Free Sunscreen,Beauty & Personal Care,Skincare,PureGlow,42.44,4.3,100,16,Cruelty-Free sunscreen free from harsh chemicals.,pureglow cruelty free sunscreen pureglow pureglow beauty personal care beauty personal care skincare skincare cruelty free sunscreen free from harsh chemicals
100435,Nestwell Eco-Friendly Pillow Set,Home & Kitchen,Bedding,Nestwell,269.25,4.6,81,432,Eco-Friendly pillow set great for daily household use.,nestwell eco friendly pillow set nestwell nestwell home kitchen home kitchen bedding bedding eco friendly pillow set great for daily household use
100436,Voltek Fast-Charging Mirrorless Camera,Electronics,Cameras,Voltek,923.1,3.9,12,390,Fast-Charging mirrorless camera with sleek aluminum body.,voltek fast charging mirrorless camera voltek voltek electronics electronics cameras cameras fast charging mirrorless camera with sleek aluminum body
100437,Meadowbrook Gluten-Free Multivitamin Gummies,Groceries & Gourmet,Health Foods,Meadowbrook,7.53,4.0,146,397,Gluten-Free multivitamin gummies great for meal prepping.,meadowbrook gluten free multivitamin gummies meadowbrook meadowbrook groceries gourmet groceries gourmet health foods health foods gluten free multivitamin gummies great for meal prepping
100438,Zentro Bluetooth Soundbar,Electronics,Speakers,Zentro,819.05,3.8,178,262,Bluetooth soundbar with long battery life.,zentro bluetooth soundbar zentro zentro electronics electronics speakers speakers bluetooth soundbar with long battery life
100439,Homestead Rustic Comforter,Home & Kitchen,Bedding,Homestead,207.76,4.0,88,193,Rustic comforter built to last for years.,homestead rustic comforter homestead homestead home kitchen home kitchen bedding bedding rustic comforter built to last for years
100440,Inkwell Premium Spiral Notebook,Books & Stationery,Notebooks,Inkwell,12.57,3.5,59,456,Premium spiral notebook perfect for students and professionals.,inkwell premium spiral notebook inkwell inkwell books stationery books stationery notebooks notebooks premium spiral notebook perfect for students and professionals
100441,Nuvox Fast-Charging 5G Phone,Electronics,Smartphones,Nuvox,563.31,3.6,90,260,Fast-Charging 5g phone with advanced connectivity.,nuvox fast charging 5g phone nuvox nuvox electronics electronics smartphones smartphones fast charging 5g phone with advanced connectivity
100442,Meadowlark Organic Face Moisturizer,Beauty & Personal Care,Skincare,Meadowlark,14.82,3.9,27,297,Organic face moisturizer made with natural ingredients.,meadowlark organic face moisturizer meadowlark meadowlark beauty personal care beauty personal care skincare skincare organic face moisturizer made with natural ingredients
100443,Tuscan Grove Ergonomic Pillow Set,Home & Kitchen,Bedding,Tuscan Grove,325.89,3.2,40,432,Ergonomic pillow set great for daily household use.,tuscan grove ergonomic pillow set tuscan grove tuscan grove home kitchen home kitchen bedding bedding ergonomic pillow set great for daily household use
100444,PeakForm Anti-Slip Camping Stove,Sports & Outdoors,Camping Gear,PeakForm,576.81,4.3,15,324,Anti-Slip camping stove for year-round use.,peakform anti slip camping stove peakform peakform sports outdoors sports outdoors camping gear camping gear anti slip camping stove for year round use
100445,Alderwood Rustic Cleaning Kit,Home & Kitchen,Cleaning Supplies,Alderwood,96.0,3.9,524,96,Rustic cleaning kit with energy-efficient design.,alderwood rustic cleaning kit alderwood alderwood home kitchen home kitchen cleaning supplies cleaning supplies rustic cleaning kit with energy efficient design
100446,Meridian Multi-Purpose Bed Sheet Set,Home & Kitchen,Bedding,Meridian,302.73,3.9,30,102,Multi-Purpose bed sheet set with energy-efficient design.,meridian multi purpose bed sheet set meridian meridian home kitchen home kitchen bedding bedding multi purpose bed sheet set with energy efficient design
100447,Quantex Lightweight Gaming Keyboard,Electronics,Gaming Accessories,Quantex,206.8,4.9,462,204,Lightweight gaming keyboard with advanced connectivity.,quantex lightweight gaming keyboard quantex quantex electronics electronics gaming accessories gaming accessories lightweight gaming keyboard with advanced connectivity
100448,Quillcraft Refillable Biography,Books & Stationery,Non-Fiction,Quillcraft,35.47,4.2,54,202,Refillable biography with high-quality binding.,quillcraft refillable biography quillcraft quillcraft books stationery books stationery non fiction non fiction refillable biography with high quality binding
100449,Sagepage Smooth-Writing Self-Help Book,Books & Stationery,Non-Fiction,Sagepage,49.92,4.7,386,342,Smooth-Writing self-help book smooth and comfortable to write with.,sagepage smooth writing self help book sagepage sagepage books stationery books stationery non fiction non fiction smooth writing self help book smooth and comfortable to write with
100450,Nuvox Premium Ultrabook,Electronics,Laptops,Nuvox,1399.06,4.1,16,195,Premium ultrabook with fast processor.,nuvox premium ultrabook nuvox nuvox electronics electronics laptops laptops premium ultrabook with fast processor
100451,Aerofy Ultra HD Bluetooth Speaker,Electronics,Speakers,Aerofy,975.3,4.1,166,287,Ultra HD bluetooth speaker with touch controls.,aerofy ultra hd bluetooth speaker aerofy aerofy electronics electronics speakers speakers ultra hd bluetooth speaker with touch controls
100452,Sagepage Smooth-Writing Fountain Pen,Books & Stationery,Pens & Pencils,Sagepage,55.7,3.9,47,427,Smooth-Writing fountain pen compact enough to carry anywhere.,sagepage smooth writing fountain pen sagepage sagepage books stationery books stationery pens pencils pens pencils smooth writing fountain pen compact enough to carry anywhere
100453,Bloomrise Cruelty-Free Bath Bomb Set,Beauty & Personal Care,Bath & Body,Bloomrise,69.72,4.3,58,255,Cruelty-Free bath bomb set suitable for all skin types.,bloomrise cruelty free bath bomb set bloomrise bloomrise beauty personal care beauty personal care bath body bath body cruelty free bath bomb set suitable for all skin types
100454,Novella Co Recycled Short Story Collection,Books & Stationery,Fiction,Novella Co,18.77,4.4,16,358,Recycled short story collection a must-have for book lovers.,novella co recycled short story collection novella co novella co books stationery books stationery fiction fiction recycled short story collection a must have for book lovers
100455,Britek Compact Laptop,Electronics,Laptops,Britek,126.89,4.2,54,415,Compact laptop with touch controls.,britek compact laptop britek britek electronics electronics laptops laptops compact laptop with touch controls
100456,BrightMind Collectible Bubble Machine,Toys & Games,Outdoor Toys,BrightMind,140.32,3.6,63,387,Collectible bubble machine made with non-toxic materials.,brightmind collectible bubble machine brightmind brightmind toys games toys games outdoor toys outdoor toys collectible bubble machine made with non toxic materials
100457,Altitude Shock-Absorbing Hiking Boots,Sports & Outdoors,Hiking,Altitude,274.16,4.2,31,172,Shock-Absorbing hiking boots with adjustable resistance levels.,altitude shock absorbing hiking boots altitude altitude sports outdoors sports outdoors hiking hiking shock absorbing hiking boots with adjustable resistance levels
100458,Momentum Breathable Yoga Strap,Sports & Outdoors,Yoga,Momentum,199.48,4.3,294,402,Breathable yoga strap with UV protection.,momentum breathable yoga strap momentum momentum sports outdoors sports outdoors yoga yoga breathable yoga strap with uv protection
100459,Tinker Tots Battery-Operated 3D Puzzle,Toys & Games,Puzzles,Tinker Tots,77.73,4.8,22,456,Battery-Operated 3d puzzle safe for children ages 3+.,tinker tots battery operated 3d puzzle tinker tots tinker tots toys games toys games puzzles puzzles battery operated 3d puzzle safe for children ages 3
100460,Skyline Premium Mirrorless Camera,Electronics,Cameras,Skyline,891.08,2.9,230,397,Premium mirrorless camera with long battery life.,skyline premium mirrorless camera skyline skyline electronics electronics cameras cameras premium mirrorless camera with long battery life
100461,Bindwell Smooth-Writing History Book,Books & Stationery,Non-Fiction,Bindwell,33.92,4.0,10,328,Smooth-Writing history book smooth and comfortable to write with.,bindwell smooth writing history book bindwell bindwell books stationery books stationery non fiction non fiction smooth writing history book smooth and comfortable to write with
100462,Inkwell Compact Gel Pen Set,Books & Stationery,Pens & Pencils,Inkwell,41.16,5.0,59,367,Compact gel pen set ideal for gifting.,inkwell compact gel pen set inkwell inkwell books stationery books stationery pens pencils pens pencils compact gel pen set ideal for gifting
100463,Golden Fields Gluten-Free Cake Mix,Groceries & Gourmet,Baking Essentials,Golden Fields,13.92,4.4,190,386,Gluten-Free cake mix sourced from trusted farms.,golden fields gluten free cake mix golden fields golden fields groceries gourmet groceries gourmet baking essentials baking essentials gluten free cake mix sourced from trusted farms
100464,Clearview Contemporary Skillet,Home & Kitchen,Cookware,Clearview,384.69,4.4,115,16,Contemporary skillet made from high-quality materials.,clearview contemporary skillet clearview clearview home kitchen home kitchen cookware cookware contemporary skillet made from high quality materials
100465,Greengrove Gluten-Free Salad Dressing,Groceries & Gourmet,Condiments,Greengrove,28.65,4.4,227,228,Gluten-Free salad dressing carefully crafted for taste and quality.,greengrove gluten free salad dressing greengrove greengrove groceries gourmet groceries gourmet condiments condiments gluten free salad dressing carefully crafted for taste and quality
100466,Joybound Interactive 3D Puzzle,Toys & Games,Puzzles,Joybound,21.34,4.3,354,392,Interactive 3d puzzle safe for children ages 3+.,joybound interactive 3d puzzle joybound joybound toys games toys games puzzles puzzles interactive 3d puzzle safe for children ages 3
100467,Solstice Trendy Messenger Bag,Fashion,Bags,Solstice,153.58,4.7,213,101,Trendy messenger bag with reinforced stitching.,solstice trendy messenger bag solstice solstice fashion fashion bags bags trendy messenger bag with reinforced stitching
100468,Rosewell Nourishing Deodorant,Beauty & Personal Care,Personal Hygiene,Rosewell,61.9,4.6,36,484,Nourishing deodorant made with natural ingredients.,rosewell nourishing deodorant rosewell rosewell beauty personal care beauty personal care personal hygiene personal hygiene nourishing deodorant made with natural ingredients
100469,Paperloom Premium Novel,Books & Stationery,Fiction,Paperloom,22.17,4.1,21,310,Premium novel compact enough to carry anywhere.,paperloom premium novel paperloom paperloom books stationery books stationery fiction fiction premium novel compact enough to carry anywhere
100470,Ironclad Breathable Tent,Sports & Outdoors,Camping Gear,Ironclad,266.79,4.5,307,494,Breathable tent with a reinforced frame.,ironclad breathable tent ironclad ironclad sports outdoors sports outdoors camping gear camping gear breathable tent with a reinforced frame
100471,Fennwick Handcrafted Leather Strap Watch,Fashion,Watches,Fennwick,200.63,5.0,210,207,Handcrafted leather strap watch made with sustainable materials.,fennwick handcrafted leather strap watch fennwick fennwick fashion fashion watches watches handcrafted leather strap watch made with sustainable materials
100472,Bloomrise Gentle Nail Kit,Beauty & Personal Care,Grooming Tools,Bloomrise,19.59,4.1,159,209,Gentle nail kit suitable for all skin types.,bloomrise gentle nail kit bloomrise bloomrise beauty personal care beauty personal care grooming tools grooming tools gentle nail kit suitable for all skin types
100473,Skyline Wireless Smartphone,Electronics,Smartphones,Skyline,275.43,4.6,368,409,Wireless smartphone with fast processor.,skyline wireless smartphone skyline skyline electronics electronics smartphones smartphones wireless smartphone with fast processor
