product_id,name,category,subcategory,brand,price,rating,num_reviews,stock_quantity,description
100604,Lumora Ergonomic Storage Bin,Home & Kitchen,Storage,Lumora,117.01,4.1,323,446,Ergonomic storage bin perfect for gifting.
100605,Ironclad Anti-Slip Volleyball,Sports & Outdoors,Team Sports,Ironclad,268.59,4.8,10,176,Anti-Slip volleyball ideal for beginners and pros alike.
100606,Ridgeline Weather-Resistant Yoga Mat,Sports & Outdoors,Yoga,Ridgeline,57.36,4.3,164,66,Weather-Resistant yoga mat built for outdoor adventures.
100607,Surge Compact Swim Cap,Sports & Outdoors,Swimming,Surge,190.54,4.4,42,133,Compact swim cap ideal for beginners and pros alike.
100608,Rosewell Fragrance-Free Facial Serum,Beauty & Personal Care,Skincare,Rosewell,61.05,4.5,368,493,Fragrance-Free facial serum paraben-free formula.
100609,Lunetta Minimalist Shirt,Fashion,Men's Clothing,Lunetta,172.74,3.9,524,370,Minimalist shirt featuring a timeless design.
100610,Funhaven Colorful Jigsaw Puzzle,Toys & Games,Puzzles,Funhaven,38.24,4.3,726,195,Colorful jigsaw puzzle helps develop motor skills.
100611,Joybound Educational Action Figure,Toys & Games,Action Figures,Joybound,28.45,4.6,192,191,Educational action figure helps develop motor skills.
100612,Bloomrise Fragrance-Free Hair Oil,Beauty & Personal Care,Haircare,Bloomrise,32.97,4.4,74,480,Fragrance-Free hair oil for daily use.
100613,Chapter & Verse Handmade Sketch Pencil Kit,Books & Stationery,Art Supplies,Chapter & Verse,52.22,4.0,80,114,Handmade sketch pencil kit with a durable cover.
100614,Rootstock Gluten-Free Vanilla Extract,Groceries & Gourmet,Baking Essentials,Rootstock,4.26,4.3,22,315,Gluten-Free vanilla extract perfect for a healthy lifestyle.
100615,Wholesome Roots Artisanal Ground Coffee,Groceries & Gourmet,Beverages,Wholesome Roots,19.4,3.5,91,147,Artisanal ground coffee great for meal prepping.
100616,Marvelo Collectible Learning Tablet Toy,Toys & Games,Educational Toys,Marvelo,87.96,4.5,84,233,Collectible learning tablet toy with vibrant colors and designs.
100617,Sprout & Co Fun RC Car,Toys & Games,Remote Control,Sprout & Co,112.41,3.5,70,377,Fun rc car safe for children ages 3+.
100618,Lunetta Trendy Chronograph Watch,Fashion,Watches,Lunetta,119.97,4.2,594,235,Trendy chronograph watch with reinforced stitching.
100619,Momentum Weather-Resistant Hiking Backpack,Sports & Outdoors,Hiking,Momentum,292.22,4.3,114,64,Weather-Resistant hiking backpack built for outdoor adventures.
100620,Ironclad Reinforced Soccer Ball,Sports & Outdoors,Team Sports,Ironclad,212.63,4.4,203,454,Reinforced soccer ball ideal for beginners and pros alike.
100621,Rosewell Vegan Electric Shaver,Beauty & Personal Care,Grooming Tools,Rosewell,14.2,4.7,406,205,Vegan electric shaver suitable for all skin types.
100622,Silksmith Gentle Facial Serum,Beauty & Personal Care,Skincare,Silksmith,5.32,4.7,41,470,Gentle facial serum made with natural ingredients.
100623,Quantex Wireless Tablet,Electronics,Tablets,Quantex,644.56,4.3,24,48,Wireless tablet with voice assistant support.
100624,Fennwick Trendy Earrings,Fashion,Jewelry,Fennwick,166.12,3.9,144,292,Trendy earrings made from breathable fabric.
100625,Clearview Multi-Purpose Duvet Cover,Home & Kitchen,Bedding,Clearview,36.51,3.3,29,36,Multi-Purpose duvet cover ideal for small kitchens.
100626,Cazuela Contemporary Saucepan,Home & Kitchen,Cookware,Cazuela,56.42,4.1,10,92,Contemporary saucepan ideal for small kitchens.
100627,Homestead Elegant Vase,Home & Kitchen,Decor,Homestead,318.67,4.3,9,458,Elegant vase perfect for gifting.
100628,Alderwood Ergonomic Vacuum Cleaner,Home & Kitchen,Cleaning Supplies,Alderwood,134.66,4.7,491,354,Ergonomic vacuum cleaner with a soft-touch handle.
100629,Inkwell Premium Mechanical Pencil,Books & Stationery,Pens & Pencils,Inkwell,3.52,4.5,35,276,Premium mechanical pencil made from recycled paper.
100630,Alto Handcrafted Skirt,Fashion,Women's Clothing,Alto,63.23,4.1,206,470,Handcrafted skirt with reinforced stitching.
100631,Voltek Smart Headphones,Electronics,Headphones,Voltek,325.56,3.3,115,150,Smart headphones with advanced connectivity.
100632,Alto Trendy Skirt,Fashion,Women's Clothing,Alto,50.47,5.0,100,94,Trendy skirt for casual or formal occasions.
100633,Bloomrise Anti-Aging Electric Toothbrush,Beauty & Personal Care,Oral Care,Bloomrise,88.9,4.0,122,480,Anti-Aging electric toothbrush leaves skin feeling smooth.
100634,Ridgeline Heavy-Duty Running Shoes,Sports & Outdoors,Running,Ridgeline,423.96,4.2,76,442,Heavy-Duty running shoes with UV protection.
100635,Nuvox Smart Game Controller,Electronics,Gaming Accessories,Nuvox,877.11,4.3,40,182,Smart game controller for professionals.
100636,Scriptus Bestselling Gel Pen Set,Books & Stationery,Pens & Pencils,Scriptus,44.54,4.2,125,141,Bestselling gel pen set great for journaling and note-taking.
100637,Vantro Minimalist Earrings,Fashion,Jewelry,Vantro,237.68,4.5,491,389,Minimalist earrings made from breathable fabric.
100638,Pixor Noise-Cancelling Smart Speaker,Electronics,Speakers,Pixor,1228.9,4.6,62,233,Noise-Cancelling smart speaker with high-resolution display.
100639,Novella Co Refillable Sketchbook,Books & Stationery,Notebooks,Novella Co,7.83,4.2,351,239,Refillable sketchbook great for creative projects.
100640,BrightMind Interactive Plush Doll,Toys & Games,Dolls,BrightMind,115.88,4.3,163,246,Interactive plush doll a fun gift for kids.
100641,Vortix Shock-Absorbing Backpack,Sports & Outdoors,Camping Gear,Vortix,246.79,4.0,169,259,Shock-Absorbing backpack built for outdoor adventures.
100642,Verdant Gentle Hair Trimmer,Beauty & Personal Care,Grooming Tools,Verdant,70.39,4.3,136,375,Gentle hair trimmer helps restore natural glow.
100643,Joybound Colorful Fashion Doll,Toys & Games,Dolls,Joybound,114.08,4.8,7,436,Colorful fashion doll encourages creative play.
100644,Lunetta Classic Hoodie,Fashion,Men's Clothing,Lunetta,176.58,4.7,102,316,Classic hoodie for casual or formal occasions.
100645,Tuscan Grove Multi-Purpose Bookshelf,Home & Kitchen,Furniture,Tuscan Grove,279.38,4.3,195,24,Multi-Purpose bookshelf built to last for years.
100646,Fennwick Bohemian Bracelet,Fashion,Jewelry,Fennwick,160.08,3.7,1,155,Bohemian bracelet made from breathable fabric.
100647,Marvelo Collectible Jigsaw Puzzle,Toys & Games,Puzzles,Marvelo,107.37,3.9,61,433,Collectible jigsaw puzzle encourages creative play.
100648,Whimsy Works Collectible Building Block Set,Toys & Games,Building Sets,Whimsy Works,102.38,4.2,150,72,Collectible building block set boosts problem-solving skills.
100649,Kudos Kids Educational Card Game,Toys & Games,Board Games,Kudos Kids,85.31,3.5,51,315,Educational card game a fun gift for kids.
100650,Greengrove Low-Sugar Cereal Box,Groceries & Gourmet,Breakfast Foods,Greengrove,29.23,4.1,30,231,Low-Sugar cereal box great for meal prepping.
100651,Fennwick Modern Skirt,Fashion,Women's Clothing,Fennwick,86.97,5.0,274,108,Modern skirt designed for all seasons.
100652,Skyline Smart Laptop,Electronics,Laptops,Skyline,1363.11,4.7,23,75,Smart laptop with touch controls.
100653,Vantro Casual Cardigan,Fashion,Women's Clothing,Vantro,94.4,3.6,58,321,Casual cardigan with a comfortable fit.
100654,Lettermark Recycled Picture Book,Books & Stationery,Children's Books,Lettermark,29.1,4.2,106,25,Recycled picture book smooth and comfortable to write with.
100655,Whimsy Works Battery-Operated RC Car,Toys & Games,Remote Control,Whimsy Works,31.49,5.0,4,7,Battery-Operated rc car made with non-toxic materials.
100656,PureGlow Refreshing Body Mist,Beauty & Personal Care,Fragrances,PureGlow,41.13,3.7,115,97,Refreshing body mist for daily use.
100657,Harvest & Co All-Natural Oatmeal Pack,Groceries & Gourmet,Breakfast Foods,Harvest & Co,14.99,4.1,84,165,All-Natural oatmeal pack carefully crafted for taste and quality.
100658,Harvest & Co Freshly Roasted Cereal Box,Groceries & Gourmet,Breakfast Foods,Harvest & Co,38.65,4.4,383,381,Freshly Roasted cereal box great as a snack or ingredient.
100659,Rootstock Whole Grain Hot Sauce,Groceries & Gourmet,Condiments,Rootstock,30.94,4.7,54,200,Whole Grain hot sauce sourced from trusted farms.
100660,Inkwell Minimalist Stapler Set,Books & Stationery,Office Supplies,Inkwell,30.33,4.3,138,215,Minimalist stapler set perfect for students and professionals.
100661,Silksmith Fragrance-Free Nail Kit,Beauty & Personal Care,Grooming Tools,Silksmith,65.01,4.0,101,398,Fragrance-Free nail kit suitable for all skin types.
100662,Joybound Safe Jigsaw Puzzle,Toys & Games,Puzzles,Joybound,125.72,4.4,36,299,Safe jigsaw puzzle perfect for indoor or outdoor play.
100663,Farmside Gluten-Free Chili Powder,Groceries & Gourmet,Spices & Seasonings,Farmside,22.96,3.5,104,308,Gluten-Free chili powder made with premium ingredients.
100664,Solstice Modern Sunglasses,Fashion,Sunglasses,Solstice,99.75,3.9,69,27,Modern sunglasses featuring a timeless design.
100665,Cassia Hydrating Nail Kit,Beauty & Personal Care,Grooming Tools,Cassia,47.47,4.2,135,336,Hydrating nail kit free from harsh chemicals.
100666,Tuscan Grove Eco-Friendly Table Lamp,Home & Kitchen,Lighting,Tuscan Grove,201.26,4.5,27,147,Eco-Friendly table lamp made from high-quality materials.
100667,Verdant Fragrance-Free Shampoo,Beauty & Personal Care,Haircare,Verdant,63.92,4.4,11,68,Fragrance-Free shampoo suitable for all skin types.
100668,Meadowbrook Artisanal Pasta Sauce,Groceries & Gourmet,Condiments,Meadowbrook,41.84,4.3,57,72,Artisanal pasta sauce perfect for a healthy lifestyle.
100669,PureGlow Refreshing Electric Shaver,Beauty & Personal Care,Grooming Tools,PureGlow,86.33,4.7,103,169,Refreshing electric shaver paraben-free formula.
100670,Meadowlark Refreshing Mouthwash,Beauty & Personal Care,Oral Care,Meadowlark,37.56,4.5,304,317,Refreshing mouthwash gentle enough for sensitive skin.
100671,Lunetta Handcrafted Earrings,Fashion,Jewelry,Lunetta,229.45,3.6,178,267,Handcrafted earrings with adjustable strap.
100672,Inkwell Recycled Biography,Books & Stationery,Non-Fiction,Inkwell,39.77,4.2,283,202,Recycled biography compact enough to carry anywhere.
100673,Farmside Organic Ground Coffee,Groceries & Gourmet,Beverages,Farmside,6.4,4.3,23,244,Organic ground coffee carefully crafted for taste and quality.
100674,Urban Weave Trendy Polarized Sunglasses,Fashion,Sunglasses,Urban Weave,197.72,3.2,81,62,Trendy polarized sunglasses with adjustable strap.
100675,Quillcraft Premium Desk Organizer,Books & Stationery,Office Supplies,Quillcraft,17.56,5.0,323,342,Premium desk organizer perfect for students and professionals.
100676,Scriptus Compact History Book,Books & Stationery,Non-Fiction,Scriptus,14.92,4.3,90,344,Compact history book a must-have for book lovers.
100677,Lumière Refreshing Body Lotion,Beauty & Personal Care,Bath & Body,Lumière,14.19,4.4,5,374,Refreshing body lotion dermatologically tested.
100678,Ridgeline Heavy-Duty Yoga Block,Sports & Outdoors,Yoga,Ridgeline,87.91,4.5,87,385,Heavy-Duty yoga block with a reinforced frame.
100679,Urban Weave Classic Sunglasses,Fashion,Sunglasses,Urban Weave,186.24,3.7,321,378,Classic sunglasses perfect for everyday wear.
100680,Coastline Modern Ring,Fashion,Jewelry,Coastline,86.53,3.8,177,268,Modern ring made with sustainable materials.
100681,PureGlow Fragrance-Free Shower Gel,Beauty & Personal Care,Bath & Body,PureGlow,44.18,4.5,168,476,Fragrance-Free shower gel for daily use.
100682,Marvelo Battery-Operated Building Block Set,Toys & Games,Building Sets,Marvelo,26.2,4.4,26,177,Battery-Operated building block set boosts problem-solving skills.
100683,Basecamp Pro Breathable Mountain Bike,Sports & Outdoors,Cycling,Basecamp Pro,18.49,4.1,182,294,Breathable mountain bike with a reinforced frame.
100684,Kudos Kids Award-Winning Learning Tablet Toy,Toys & Games,Educational Toys,Kudos Kids,124.44,5.0,37,83,Award-Winning learning tablet toy great for family game night.
100685,Tuscan Grove Foldable Comforter,Home & Kitchen,Bedding,Tuscan Grove,255.56,4.9,298,353,Foldable comforter perfect for gifting.
100686,Meadowbrook Farm-Fresh Protein Powder,Groceries & Gourmet,Health Foods,Meadowbrook,8.9,5.0,169,294,Farm-Fresh protein powder great for meal prepping.
100687,Cazuela Durable Cleaning Kit,Home & Kitchen,Cleaning Supplies,Cazuela,206.61,3.6,93,198,Durable cleaning kit made from high-quality materials.
100688,Joybound Creative Action Figure,Toys & Games,Action Figures,Joybound,114.85,3.4,155,224,Creative action figure easy to assemble.
100689,Trailmark High-Performance Bike Helmet,Sports & Outdoors,Cycling,Trailmark,180.11,3.4,617,243,High-Performance bike helmet for intense training sessions.
100690,Marbella Trendy Tote Bag,Fashion,Bags,Marbella,171.38,4.1,18,470,Trendy tote bag made from breathable fabric.
100691,Meridian Non-Stick Toaster,Home & Kitchen,Kitchen Appliances,Meridian,216.68,4.7,26,105,Non-Stick toaster made from high-quality materials.
100692,Trailmark Reinforced Volleyball,Sports & Outdoors,Team Sports,Trailmark,543.24,4.0,144,116,Reinforced volleyball built for outdoor adventures.
100693,Meridian Eco-Friendly Pillow Set,Home & Kitchen,Bedding,Meridian,100.24,3.4,104,170,Eco-Friendly pillow set adds a stylish touch to any room.
100694,Basecamp Pro Reinforced Hiking Boots,Sports & Outdoors,Hiking,Basecamp Pro,251.28,5.0,81,84,Reinforced hiking boots with adjustable resistance levels.
100695,Sagepage Smooth-Writing Activity Book,Books & Stationery,Children's Books,Sagepage,17.52,3.7,81,496,Smooth-Writing activity book compact enough to carry anywhere.
100696,Ridgeline Heavy-Duty Soccer Ball,Sports & Outdoors,Team Sports,Ridgeline,166.68,3.8,407,227,Heavy-Duty soccer ball with UV protection.
100697,Bloomrise Fragrance-Free Body Wash,Beauty & Personal Care,Personal Hygiene,Bloomrise,66.51,4.3,268,327,"Fragrance-Free body wash with a light, pleasant scent."
100698,Halcyon Noise-Cancelling Tablet,Electronics,Tablets,Halcyon,503.59,5.0,308,308,Noise-Cancelling tablet with fast processor.
100699,Marbella Bohemian Jumpsuit,Fashion,Women's Clothing,Marbella,98.86,4.0,241,255,Bohemian jumpsuit with a comfortable fit.
100700,Bindwell Illustrated Weekly Planner,Books & Stationery,Planners,Bindwell,35.73,4.9,104,261,Illustrated weekly planner ideal for gifting.
100701,Tuscan Grove Non-Stick Air Fryer,Home & Kitchen,Kitchen Appliances,Tuscan Grove,33.75,4.3,4,447,Non-Stick air fryer easy to clean and maintain.
100702,Coastline Slim-Fit Wallet,Fashion,Accessories,Coastline,235.75,4.7,104,149,Slim-Fit wallet featuring a timeless design.
100703,Sagepage Refillable Desk Organizer,Books & Stationery,Office Supplies,Sagepage,26.93,4.9,94,107,Refillable desk organizer perfect for students and professionals.
100704,Greengrove Artisanal Herbal Tea,Groceries & Gourmet,Beverages,Greengrove,42.61,3.9,212,222,Artisanal herbal tea no artificial preservatives.
100705,BrightMind Battery-Operated Learning Tablet Toy,Toys & Games,Educational Toys,BrightMind,138.06,3.9,954,75,Battery-Operated learning tablet toy with vibrant colors and designs.
100706,Tinker Tots Battery-Operated Building Block Set,Toys & Games,Building Sets,Tinker Tots,51.61,4.4,207,369,Battery-Operated building block set with vibrant colors and designs.
100707,Ivy & Oak Multi-Purpose Air Fryer,Home & Kitchen,Kitchen Appliances,Ivy & Oak,243.84,4.6,175,166,Multi-Purpose air fryer easy to clean and maintain.
100708,Everstride Adjustable Yoga Mat,Sports & Outdoors,Yoga,Everstride,170.63,4.7,4,45,Adjustable yoga mat for intense training sessions.
100709,Zentro Ultra HD Mirrorless Camera,Electronics,Cameras,Zentro,1007.94,4.2,127,434,Ultra HD mirrorless camera with water resistance.
100710,Cassia Fragrance-Free Perfume,Beauty & Personal Care,Fragrances,Cassia,66.08,3.9,79,107,Fragrance-Free perfume suitable for all skin types.
100711,Sagepage Bestselling Acrylic Paint Set,Books & Stationery,Art Supplies,Sagepage,4.85,3.5,132,272,Bestselling acrylic paint set made from recycled paper.
100712,Draper & Co Casual Jumpsuit,Fashion,Women's Clothing,Draper & Co,194.9,3.5,7,448,Casual jumpsuit perfect for everyday wear.
100713,Vortix Heavy-Duty Yoga Mat,Sports & Outdoors,Yoga,Vortix,336.04,4.1,112,406,Heavy-Duty yoga mat built for outdoor adventures.
100714,Tuscan Grove Non-Stick Cleaning Kit,Home & Kitchen,Cleaning Supplies,Tuscan Grove,188.45,4.9,208,243,Non-Stick cleaning kit with energy-efficient design.
100715,Lettermark Refillable Picture Book,Books & Stationery,Children's Books,Lettermark,12.01,4.1,373,156,Refillable picture book smooth and comfortable to write with.
100716,Scriptus Illustrated Activity Book,Books & Stationery,Children's Books,Scriptus,58.59,4.6,182,107,Illustrated activity book with a durable cover.
100717,Trailmark All-Terrain Yoga Strap,Sports & Outdoors,Yoga,Trailmark,590.87,5.0,164,431,All-Terrain yoga strap with UV protection.
100718,BrightMind Creative RC Car,Toys & Games,Remote Control,BrightMind,56.15,4.4,74,307,Creative rc car great for family game night.
100719,Bloomrise Organic Cologne,Beauty & Personal Care,Fragrances,Bloomrise,7.95,4.6,139,356,Organic cologne free from harsh chemicals.
100720,Altitude Breathable Yoga Strap,Sports & Outdoors,Yoga,Altitude,235.07,4.7,246,169,Breathable yoga strap with quick-dry material.
100721,Nuvox Smart Action Camera,Electronics,Cameras,Nuvox,543.8,4.1,645,228,Smart action camera with advanced connectivity.
100722,Bloomrise Gentle Shampoo,Beauty & Personal Care,Haircare,Bloomrise,12.48,4.1,56,462,Gentle shampoo made with natural ingredients.
100723,Sagepage Minimalist Short Story Collection,Books & Stationery,Fiction,Sagepage,21.29,4.7,97,68,Minimalist short story collection compact enough to carry anywhere.
100724,Britek Bluetooth Notebook PC,Electronics,Laptops,Britek,990.62,3.0,212,101,Bluetooth notebook pc with advanced connectivity.
100725,Boulevard Rustic Storage Bin,Home & Kitchen,Storage,Boulevard,89.38,4.1,219,67,Rustic storage bin adds a stylish touch to any room.
100726,Aerofy Smart Hybrid Watch,Electronics,Smartwatches,Aerofy,241.34,4.8,110,453,Smart hybrid watch with touch controls.
100727,Golden Fields Small-Batch Organic Oats,Groceries & Gourmet,Organic Foods,Golden Fields,8.35,3.9,2,269,Small-Batch organic oats perfect for a healthy lifestyle.
100728,Meadowlark Nourishing Hand Sanitizer,Beauty & Personal Care,Personal Hygiene,Meadowlark,62.89,4.3,69,392,Nourishing hand sanitizer made with natural ingredients.
100729,Cazuela Contemporary Storage Bin,Home & Kitchen,Storage,Cazuela,110.13,4.0,785,474,Contemporary storage bin with energy-efficient design.
100730,Sprout & Co Interactive Kite,Toys & Games,Outdoor Toys,Sprout & Co,74.98,4.3,236,236,Interactive kite boosts problem-solving skills.
100731,Novara Premium 5G Phone,Electronics,Smartphones,Novara,77.3,4.1,518,148,Premium 5g phone for professionals.
100732,Homestead Durable Frying Pan,Home & Kitchen,Cookware,Homestead,251.48,4.5,120,443,Durable frying pan built to last for years.
100733,Joybound Award-Winning 3D Puzzle,Toys & Games,Puzzles,Joybound,116.66,4.0,34,312,Award-Winning 3d puzzle encourages creative play.
100734,Marbella Modern Polarized Sunglasses,Fashion,Sunglasses,Marbella,111.75,4.2,162,9,Modern polarized sunglasses with reinforced stitching.
100735,PeakForm Compact Hiking Boots,Sports & Outdoors,Hiking,PeakForm,152.23,4.7,94,271,Compact hiking boots with UV protection.
100736,Wholesome Roots Low-Sugar Multivitamin Gummies,Groceries & Gourmet,Health Foods,Wholesome Roots,25.73,3.9,134,209,Low-Sugar multivitamin gummies made with premium ingredients.
100737,Rosewell Vegan Foundation,Beauty & Personal Care,Makeup,Rosewell,24.06,4.9,15,486,Vegan foundation for daily use.
100738,Golden Fields All-Natural Pasta Sauce,Groceries & Gourmet,Condiments,Golden Fields,37.31,3.2,179,243,All-Natural pasta sauce rich in flavor.
100739,PeakForm All-Terrain Swim Cap,Sports & Outdoors,Swimming,PeakForm,292.24,4.1,129,188,All-Terrain swim cap for intense training sessions.
100740,Ridgeline Breathable Cycling Gloves,Sports & Outdoors,Cycling,Ridgeline,146.59,4.2,9,31,Breathable cycling gloves built for outdoor adventures.
100741,Novara Wireless Over-Ear Headset,Electronics,Headphones,Novara,1168.25,4.5,214,386,Wireless over-ear headset for professionals.
100742,Meridian Space-Saving Blender,Home & Kitchen,Kitchen Appliances,Meridian,333.63,3.7,163,238,Space-Saving blender ideal for small kitchens.
100743,Novara Bluetooth E-Reader,Electronics,Tablets,Novara,994.14,4.3,142,443,Bluetooth e-reader with sleek aluminum body.
100744,Kindred Casual Blouse,Fashion,Women's Clothing,Kindred,166.78,4.4,20,324,Casual blouse with a comfortable fit.
100745,Kudos Kids Award-Winning Action Figure,Toys & Games,Action Figures,Kudos Kids,114.01,4.1,74,469,Award-Winning action figure perfect for indoor or outdoor play.
100746,Bloomrise Cruelty-Free Bath Bomb Set,Beauty & Personal Care,Bath & Body,Bloomrise,49.8,4.3,264,165,Cruelty-Free bath bomb set made with natural ingredients.
100747,PureGlow Long-Lasting Face Moisturizer,Beauty & Personal Care,Skincare,PureGlow,24.06,3.5,205,473,Long-Lasting face moisturizer made with natural ingredients.
100748,Farmside Artisanal Cereal Box,Groceries & Gourmet,Breakfast Foods,Farmside,34.75,4.3,41,188,Artisanal cereal box great for meal prepping.
100749,BrightMind Fun RC Drone,Toys & Games,Remote Control,BrightMind,45.32,4.6,86,334,Fun rc drone with vibrant colors and designs.
100750,PureGlow Nourishing Hair Conditioner,Beauty & Personal Care,Haircare,PureGlow,59.23,4.6,644,257,Nourishing hair conditioner paraben-free formula.
100751,Pixor Portable Action Camera,Electronics,Cameras,Pixor,712.87,4.1,49,5,Portable action camera with water resistance.
100752,Little Explorers Durable Action Figure,Toys & Games,Action Figures,Little Explorers,94.53,4.6,349,270,Durable action figure helps develop motor skills.
100753,Vortix Heavy-Duty Yoga Mat,Sports & Outdoors,Yoga,Vortix,314.89,3.7,17,168,Heavy-Duty yoga mat ideal for beginners and pros alike.
100754,Tinker Tots Fun Collectible Figure Set,Toys & Games,Action Figures,Tinker Tots,50.99,5.0,234,115,Fun collectible figure set great for family game night.
100755,Voltek Lightweight Game Controller,Electronics,Gaming Accessories,Voltek,1159.91,4.6,191,231,Lightweight game controller with long battery life.
100756,Rootstock Small-Batch Chia Seeds,Groceries & Gourmet,Health Foods,Rootstock,37.67,5.0,271,10,Small-Batch chia seeds made with premium ingredients.
100757,Boulevard Durable Skillet,Home & Kitchen,Cookware,Boulevard,358.76,3.5,53,42,Durable skillet with energy-efficient design.
100758,Alderwood Ergonomic Bed Sheet Set,Home & Kitchen,Bedding,Alderwood,281.89,4.0,32,317,Ergonomic bed sheet set made from high-quality materials.
100759,Draper & Co Trendy Analog Watch,Fashion,Watches,Draper & Co,173.87,4.4,3,58,Trendy analog watch available in multiple colors.
100760,Homestead Multi-Purpose Cleaning Kit,Home & Kitchen,Cleaning Supplies,Homestead,252.87,3.9,37,46,Multi-Purpose cleaning kit built to last for years.
100761,Marvelo Award-Winning RC Car,Toys & Games,Remote Control,Marvelo,44.63,4.0,273,274,Award-Winning rc car helps develop motor skills.
100762,Nuvox Ultra HD Mirrorless Camera,Electronics,Cameras,Nuvox,1275.27,3.6,22,245,Ultra HD mirrorless camera with advanced connectivity.
100763,Momentum All-Terrain Trekking Poles,Sports & Outdoors,Hiking,Momentum,133.53,4.0,16,298,All-Terrain trekking poles with UV protection.
100764,Whimsy Works Fun Alphabet Blocks,Toys & Games,Educational Toys,Whimsy Works,149.6,5.0,74,277,Fun alphabet blocks great for family game night.
100765,Quantex Portable Digital Camera,Electronics,Cameras,Quantex,1000.35,4.7,29,83,Portable digital camera with long battery life.
100766,Ridgeline Reinforced Tent,Sports & Outdoors,Camping Gear,Ridgeline,209.08,4.4,44,276,Reinforced tent with quick-dry material.
100767,Meadowlark Anti-Aging Mouthwash,Beauty & Personal Care,Oral Care,Meadowlark,27.83,4.3,162,241,Anti-Aging mouthwash helps restore natural glow.
100768,Funhaven Interactive Building Block Set,Toys & Games,Building Sets,Funhaven,77.25,4.4,53,296,Interactive building block set a fun gift for kids.
100769,Bindwell Premium Storybook Set,Books & Stationery,Children's Books,Bindwell,45.89,4.7,35,134,Premium storybook set compact enough to carry anywhere.
100770,Halcyon Premium 2-in-1 Tablet,Electronics,Tablets,Halcyon,272.2,3.2,143,324,Premium 2-in-1 tablet with high-resolution display.
100771,Basecamp Pro Anti-Slip Dumbbell Set,Sports & Outdoors,Fitness Equipment,Basecamp Pro,176.67,3.8,97,229,Anti-Slip dumbbell set lightweight for easy carrying.
100772,Momentum Reinforced Camping Stove,Sports & Outdoors,Camping Gear,Momentum,567.45,3.2,167,291,Reinforced camping stove built for outdoor adventures.
100773,Sprout & Co Award-Winning Brain Teaser Puzzle,Toys & Games,Puzzles,Sprout & Co,115.74,3.8,1,287,Award-Winning brain teaser puzzle great for family game night.
100774,Alderwood Ergonomic Cleaning Kit,Home & Kitchen,Cleaning Supplies,Alderwood,278.87,4.7,54,72,Ergonomic cleaning kit ideal for small kitchens.
100775,Bindwell Hardcover Short Story Collection,Books & Stationery,Fiction,Bindwell,47.86,5.0,8,160,Hardcover short story collection compact enough to carry anywhere.
100776,Momentum All-Terrain Resistance Bands,Sports & Outdoors,Fitness Equipment,Momentum,367.33,4.8,31,112,All-Terrain resistance bands with adjustable resistance levels.
100777,Nature's Table Low-Sugar Cake Mix,Groceries & Gourmet,Baking Essentials,Nature's Table,20.0,4.3,71,366,Low-Sugar cake mix packed with nutrients.
100778,Nuvox Lightweight Action Camera,Electronics,Cameras,Nuvox,1380.3,4.3,285,489,Lightweight action camera with touch controls.
100779,Pure Pantry Organic Oatmeal Pack,Groceries & Gourmet,Breakfast Foods,Pure Pantry,33.97,3.5,324,276,Organic oatmeal pack rich in flavor.
100780,Pure Pantry Freshly Roasted Protein Powder,Groceries & Gourmet,Health Foods,Pure Pantry,9.71,4.3,51,153,Freshly Roasted protein powder great for meal prepping.
100781,Inkwell Recycled Sketchbook,Books & Stationery,Notebooks,Inkwell,54.3,4.4,7,351,Recycled sketchbook with high-quality binding.
100782,Scriptus Minimalist Fountain Pen,Books & Stationery,Pens & Pencils,Scriptus,58.16,4.2,73,146,Minimalist fountain pen with high-quality binding.
100783,PureGlow Gentle Shower Gel,Beauty & Personal Care,Bath & Body,PureGlow,21.64,5.0,4,133,Gentle shower gel for daily use.
100784,Scriptus Compact Mechanical Pencil,Books & Stationery,Pens & Pencils,Scriptus,58.56,4.7,39,270,Compact mechanical pencil compact enough to carry anywhere.
100785,Farmside All-Natural Multivitamin Gummies,Groceries & Gourmet,Health Foods,Farmside,33.73,3.8,57,363,All-Natural multivitamin gummies a pantry staple for every kitchen.
100786,PeakForm High-Performance Running Shorts,Sports & Outdoors,Running,PeakForm,515.4,3.9,254,387,High-Performance running shorts for intense training sessions.
100787,Little Explorers Collectible Building Block Set,Toys & Games,Building Sets,Little Explorers,20.36,4.4,216,186,Collectible building block set a fun gift for kids.
100788,Lettermark Handmade Sticky Notes Pack,Books & Stationery,Office Supplies,Lettermark,27.19,3.5,582,189,Handmade sticky notes pack smooth and comfortable to write with.
100789,Trailmark Compact Camping Stove,Sports & Outdoors,Camping Gear,Trailmark,169.21,4.0,380,400,Compact camping stove for year-round use.
100790,Meridian Durable Saucepan,Home & Kitchen,Cookware,Meridian,149.52,5.0,74,372,Durable saucepan easy to clean and maintain.
100791,Skyline Lightweight Bluetooth Speaker,Electronics,Speakers,Skyline,1182.72,4.1,14,197,Lightweight bluetooth speaker with water resistance.
100792,Urban Weave Bohemian Polarized Sunglasses,Fashion,Sunglasses,Urban Weave,120.31,4.2,169,339,Bohemian polarized sunglasses with adjustable strap.
100793,Skyline Fast-Charging Mirrorless Camera,Electronics,Cameras,Skyline,615.66,4.9,115,469,Fast-Charging mirrorless camera for everyday use.
